"lon","lat","ano","mes","dia","dia_juliano","data","temp_max","temp_min","precipitacao","radiacao_global","umidade_rel","vel_vento"
-50.105649,-25.097788,2021,6,15,166,2021-06-15,21.55,7.4,0.02,13.77,72.19,0.4
-50.105649,-25.097788,2021,6,16,167,2021-06-16,20.29,7.66,0.05,8.53,76.62,0.27
-50.105649,-25.097788,2021,6,17,168,2021-06-17,20.22,9.25,0.01,10.09,78,0.26
-50.105649,-25.097788,2021,6,18,169,2021-06-18,20.12,9.8,10.33,5.98,85.12,0.21
-50.105649,-25.097788,2021,6,19,170,2021-06-19,15.23,10.94,29.79,1.76,97.25,0.29
-50.105649,-25.097788,2021,6,20,171,2021-06-20,17.35,10.32,0.68,7.79,88.81,0.23
-50.105649,-25.097788,2021,6,21,172,2021-06-21,19.7,9.02,10.71,4.03,87.56,0.2
-50.105649,-25.097788,2021,6,22,173,2021-06-22,19.76,11.59,3.03,4.04,91.5,0.26
-50.105649,-25.097788,2021,6,23,174,2021-06-23,17.59,10.58,0.06,9.38,87.75,0.25
-50.105649,-25.097788,2021,6,24,175,2021-06-24,19.99,9.63,0.08,10.86,87.12,0.3
-50.105649,-25.097788,2021,6,25,176,2021-06-25,24.19,12.73,0.12,13.16,84.81,0.27
-50.105649,-25.097788,2021,6,26,177,2021-06-26,24.3,12.55,0.04,12.06,82.75,0.29
-50.105649,-25.097788,2021,6,27,178,2021-06-27,23.62,11.46,0.01,12.33,78.31,0.34
-50.105649,-25.097788,2021,6,28,179,2021-06-28,12.69,4.95,17.83,2.09,94.81,0.38
-50.105649,-25.097788,2021,6,29,180,2021-06-29,11.08,0.8,0.23,16.08,71.44,0.34
-50.105649,-25.097788,2021,6,30,181,2021-06-30,12,-2.42,2.27,16.26,81.5,0.34
